,customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_log,avg_monthly_charge
40,8865-TNMNX,10,1,2,2,49.55,475.7,0,2.302585092994046,47.57
41,9489-DEDVP,70,1,3,4,69.2,4872.35,0,4.248495242049359,69.605
42,9867-JCZSP,17,1,2,2,20.75,418.25,0,2.833213344056216,24.602941176470587
43,4671-VJLCL,63,1,3,4,79.85,4861.45,0,4.143134726391533,77.16587301587302
44,4080-IIARD,13,1,1,1,76.2,981.45,0,2.5649493574615367,75.49615384615385
45,3714-NTNFO,49,1,1,1,84.5,3906.7,0,3.8918202981106265,79.72857142857143
46,5948-UJZLF,2,1,1,2,49.25,97.0,0,0.6931471805599453,48.5
47,7760-OYPDY,2,1,1,1,80.65,144.15,1,0.6931471805599453,72.075
48,7639-LIAYI,52,1,3,4,79.75,4217.8,0,3.9512437185814275,81.11153846153846
49,2954-PIBKO,69,1,3,4,64.15,4254.1,0,4.23410650459726,61.6536231884058
50,8012-SOUDQ,43,1,1,1,90.25,3838.75,0,3.7612001156935624,89.27325581395348
51,9420-LOJKX,15,1,1,4,99.1,1426.4,1,2.70805020110221,95.09333333333333
52,6575-SUVOI,25,1,1,4,69.5,1752.65,0,3.2188758248682006,70.10600000000001
53,7495-OOKFY,8,1,1,4,80.65,633.3,1,2.0794415416798357,79.1625
54,4667-QONEA,60,1,2,4,74.85,4456.35,0,4.0943445622221,74.27250000000001
55,1658-BYGOY,18,1,1,1,95.45,1752.55,1,2.8903717578961645,97.36388888888888
56,8769-KKTPH,63,1,2,4,99.65,6311.2,0,4.143134726391533,100.17777777777778
57,5067-XJQFU,66,1,2,1,108.45,7076.35,0,4.189654742026425,107.21742424242424
58,3957-SQXML,34,1,3,4,24.95,894.3,0,3.5263605246161616,26.302941176470586
59,5954-BDFSG,72,1,3,4,107.5,7853.7,0,4.276666119016055,109.07916666666667
60,0434-CSFON,47,1,1,1,100.5,4707.1,0,3.8501476017100584,100.15106382978725
61,1215-FIGMP,60,1,1,3,89.9,5450.7,0,4.0943445622221,90.845
62,0526-SXDJP,72,0,3,3,42.1,2962.0,0,4.276666119016055,41.138888888888886
63,0557-ASKVU,18,1,2,4,54.4,957.1,0,2.8903717578961645,53.172222222222224
64,5698-BQJOH,9,1,1,1,94.4,857.25,1,2.1972245773362196,95.25
65,5122-CYFXA,3,1,1,1,75.3,244.1,0,1.0986122886681098,81.36666666666666
66,8627-ZYGSZ,47,1,2,1,78.9,3650.35,0,3.8501476017100584,77.66702127659575
67,3410-YOQBQ,31,1,3,2,79.2,2497.2,0,3.4339872044851463,80.55483870967741
68,3170-NMYVV,50,1,3,3,20.15,930.9,0,3.912023005428146,18.618
69,7410-OIEDU,10,1,1,2,79.85,887.35,0,2.302585092994046,88.735
70,2273-QCKXA,1,1,1,2,49.05,49.05,0,0.0,49.05
71,0731-EBJQB,52,1,2,1,20.4,1090.65,0,3.9512437185814275,20.974038461538463
72,1891-QRQSA,64,1,3,3,111.6,7099.0,0,4.1588830833596715,110.921875
73,8028-PNXHQ,62,1,3,3,24.25,1424.6,0,4.127134385045092,22.97741935483871
74,5630-AHZIL,3,1,1,3,64.5,177.4,0,1.0986122886681098,59.13333333333333
75,2673-CXQEU,56,1,2,1,110.5,6139.5,0,4.02535169073515,109.63392857142857
76,6416-JNVRK,46,1,2,4,55.65,2688.85,0,3.828641396489095,58.45326086956521
77,5590-ZSKRV,8,1,1,2,54.65,482.25,0,2.0794415416798357,60.28125
78,0191-ZHSKZ,30,1,1,1,74.75,2111.3,0,3.4011973816621555,70.37666666666668
79,3887-PBQAO,45,1,2,4,25.9,1216.6,0,3.8066624897703196,27.035555555555554
80,5919-TMRGD,1,1,1,1,79.35,79.35,1,0.0,79.35
81,8108-UXRQN,11,0,1,1,50.55,565.35,0,2.3978952727983707,51.39545454545455
82,9191-MYQKX,7,1,1,3,75.15,496.9,1,1.9459101490553132,70.98571428571428
83,9919-YLNNG,42,1,1,3,103.8,4327.5,0,3.7376696182833684,103.03571428571429
84,0318-ZOPWS,49,1,3,3,20.15,973.35,0,3.8918202981106265,19.864285714285714
85,4445-ZJNMU,9,1,1,4,99.3,918.75,0,2.1972245773362196,102.08333333333333
86,4808-YNLEU,35,1,2,3,62.15,2215.45,0,3.5553480614894135,63.29857142857142
87,1862-QRWPE,48,1,3,3,20.65,1057.0,0,3.871201010907891,22.020833333333332
88,2796-NNUFI,46,1,3,2,19.95,927.1,0,3.828641396489095,20.15434782608696
89,3016-KSVCP,29,0,1,2,33.75,1009.25,0,3.367295829986474,34.80172413793103
90,4767-HZZHQ,30,1,1,3,82.05,2570.2,0,3.4011973816621555,85.67333333333333
91,2424-WVHPL,1,1,1,1,74.7,74.7,0,0.0,74.7
92,7233-PAHHL,66,1,3,2,84.0,5714.25,0,4.189654742026425,86.57954545454545
93,6067-NGCEU,65,1,1,4,111.05,7107.0,0,4.174387269895637,109.33846153846154
94,9848-JQJTX,72,1,3,3,100.9,7459.05,0,4.276666119016055,103.59791666666666
95,8637-XJIVR,12,1,1,1,78.95,927.35,1,2.4849066497880004,77.27916666666667
96,9803-FTJCG,71,1,2,4,66.85,4748.7,0,4.2626798770413155,66.8830985915493
97,0278-YXOOG,5,1,1,2,21.05,113.85,1,1.6094379124341003,22.77
98,3212-KXOCR,52,1,3,3,21.0,1107.2,0,3.9512437185814275,21.292307692307695
99,4598-XLKNJ,25,1,1,1,98.5,2514.5,1,3.2188758248682006,100.58
100,6380-ARCEH,1,1,1,2,20.2,20.2,0,0.0,20.2
101,3679-XASPY,1,1,1,1,19.45,19.45,0,0.0,19.45
102,7123-WQUHX,38,1,2,3,95.0,3605.6,0,3.6375861597263857,94.88421052631578
103,5386-THSLQ,66,0,2,3,45.55,3027.25,0,4.189654742026425,45.86742424242424
104,3192-NQECA,68,1,3,3,110.0,7611.85,1,4.219507705176107,111.93897058823529
105,6180-YBIQI,5,0,1,2,24.3,100.2,0,1.6094379124341003,20.04
106,6728-DKUCO,72,1,2,1,104.15,7303.05,0,4.276666119016055,101.43125
107,9750-BOOHV,32,0,2,2,30.15,927.65,0,3.4657359027997265,28.9890625
108,8597-CWYHH,43,1,2,2,94.35,3921.3,0,3.7612001156935624,91.19302325581396
109,2848-YXSMW,72,1,3,4,19.4,1363.25,0,4.276666119016055,18.93402777777778
110,0486-HECZI,55,1,1,1,96.75,5238.9,1,4.007333185232471,95.25272727272727
111,4549-ZDQYY,52,1,2,4,57.95,3042.25,0,3.9512437185814275,58.50480769230769
112,5712-AHQNN,43,1,1,1,91.65,3954.1,0,3.7612001156935624,91.95581395348837
113,4846-WHAFZ,37,1,1,1,76.5,2868.15,1,3.6109179126442243,77.51756756756757
114,5256-SKJGO,64,0,3,1,54.6,3423.5,0,4.1588830833596715,53.4921875
115,3071-VBYPO,3,1,1,1,89.85,248.4,0,1.0986122886681098,82.8
116,9560-BBZXK,36,0,3,3,31.05,1126.35,0,3.58351893845611,31.287499999999998
117,5299-RULOA,10,1,1,1,100.25,1064.65,1,2.302585092994046,106.465
118,8402-OOOHJ,41,1,3,2,20.65,835.15,0,3.713572066704308,20.36951219512195
119,9445-ZUEQE,27,1,1,4,85.2,2151.6,0,3.295836866004329,79.68888888888888
120,1091-SOZGA,56,1,2,4,99.8,5515.45,0,4.02535169073515,98.49017857142857
121,2928-HLDBA,6,1,1,2,20.7,112.75,0,1.791759469228055,18.791666666666668
122,0404-SWRVG,3,1,1,1,74.4,229.55,1,1.0986122886681098,76.51666666666667
123,6497-TILVL,7,1,1,2,50.7,350.35,0,1.9459101490553132,50.050000000000004
124,7219-TLZHO,4,1,1,2,20.85,62.9,0,1.3862943611198906,15.725
125,4622-YNKIJ,33,1,3,1,88.95,3027.65,0,3.4965075614664802,91.7469696969697
126,4412-YLTKF,27,1,1,1,78.05,2135.5,1,3.295836866004329,79.0925925925926
127,6734-PSBAW,72,1,3,3,23.55,1723.95,0,4.276666119016055,23.94375
128,3930-ZGWVE,1,1,1,2,19.75,19.75,0,0.0,19.75
129,2639-UGMAZ,71,0,2,1,56.45,3985.35,0,4.2626798770413155,56.131690140845066
130,2876-GZYZC,13,1,1,1,85.95,1215.65,0,2.5649493574615367,93.51153846153846
131,6207-WIOLX,25,0,1,4,58.6,1502.65,1,3.2188758248682006,60.106
132,8587-XYZSF,67,1,3,3,50.55,3260.1,0,4.204692619390966,48.65820895522388
133,3091-FYHKI,1,0,1,1,35.45,35.45,1,0.0,35.45
134,2372-HWUHI,2,1,1,1,44.35,81.25,1,0.6931471805599453,40.625
135,7799-LGRDP,43,1,3,4,25.7,1188.2,0,3.7612001156935624,27.632558139534886
136,7850-VWJUU,23,1,1,3,75.0,1778.5,0,3.1354942159291497,77.32608695652173
137,3774-VBNXY,64,1,3,2,20.2,1277.75,0,4.1588830833596715,19.96484375
138,6217-KDYWC,57,1,3,2,19.6,1170.55,0,4.04305126783455,20.5359649122807
139,0390-DCFDQ,1,1,1,2,70.45,70.45,1,0.0,70.45
140,3146-MSEGF,72,1,3,4,88.05,6425.65,0,4.276666119016055,89.24513888888889
141,4080-OGPJL,8,1,1,1,71.15,563.65,1,2.0794415416798357,70.45625
142,1095-WGNGG,61,1,3,3,101.05,5971.25,0,4.110873864173311,97.88934426229508
143,2636-SJDOU,64,1,2,4,84.3,5289.05,0,4.1588830833596715,82.64140625
144,1131-QQZEB,71,1,3,3,23.95,1756.2,0,4.2626798770413155,24.735211267605635
145,5716-EZXZN,65,1,3,4,99.05,6416.7,0,4.174387269895637,98.71846153846154
146,6837-BJYDQ,3,1,2,2,19.6,61.35,0,1.0986122886681098,20.45
147,2135-RXIHG,1,1,1,1,45.65,45.65,1,0.0,45.65
148,6440-DKQGE,30,1,2,4,64.5,1929.95,0,3.4011973816621555,64.33166666666666
149,3466-BYAVD,15,1,1,2,69.5,1071.4,0,2.70805020110221,71.42666666666668
150,3780-YVMFA,8,1,1,1,68.55,564.35,0,2.0794415416798357,70.54375
151,3874-EQOEP,7,1,1,2,95.0,655.5,1,1.9459101490553132,93.64285714285714
152,1679-JRFBR,70,1,2,4,108.15,7930.55,0,4.248495242049359,113.29357142857143
153,9073-ZZIAY,62,1,3,1,86.1,5215.25,0,4.127134385045092,84.11693548387096
154,3077-RSNTJ,6,1,1,2,19.7,113.5,0,1.791759469228055,18.916666666666668
155,6551-GNYDG,14,1,1,3,80.9,1152.8,0,2.6390573296152584,82.34285714285714
156,9167-APMXZ,22,1,1,3,84.15,1821.95,0,3.091042453358316,82.81590909090909
157,2749-CTKAJ,22,1,2,2,20.15,419.9,0,3.091042453358316,19.086363636363636
158,6371-NZYEG,16,1,3,2,64.25,1024.0,0,2.772588722239781,64.0
159,7554-NEWDD,10,1,3,3,25.7,251.6,0,2.302585092994046,25.16
160,8992-VONJD,13,1,1,1,56.0,764.55,0,2.5649493574615367,58.81153846153846
161,0867-MKZVY,20,1,1,1,82.4,1592.35,1,2.995732273553991,79.61749999999999
162,4482-EWFMI,2,1,1,1,69.7,135.2,0,0.6931471805599453,67.6
163,4648-YPBTM,53,1,3,3,73.9,3958.25,0,3.970291913552122,74.68396226415095
164,2907-ILJBN,11,1,2,2,20.6,233.9,0,2.3978952727983707,21.263636363636365
165,6345-FZOQH,69,1,3,2,19.9,1363.45,0,4.23410650459726,19.76014492753623
166,3376-BMGFE,4,1,1,3,70.9,273.0,1,1.3862943611198906,68.25
167,5997-OPVFA,72,1,3,3,89.05,6254.45,0,4.276666119016055,86.86736111111111
168,3445-HXXGF,58,0,1,1,45.3,2651.2,1,4.060443010546419,45.710344827586205
169,1159-WFSGR,16,1,1,1,20.4,321.4,0,2.772588722239781,20.0875
170,7654-YWJUF,43,1,2,3,84.25,3539.25,0,3.7612001156935624,82.30813953488372
171,1875-QIVME,2,1,1,1,104.4,242.8,1,0.6931471805599453,121.4
172,6727-IOTLZ,14,1,3,2,81.95,1181.75,0,2.6390573296152584,84.41071428571429
173,0691-JVSYA,53,1,2,3,94.85,5000.2,1,3.970291913552122,94.3433962264151
174,5918-VUKWP,32,1,2,3,20.55,654.55,0,3.4657359027997265,20.4546875
175,1744-JHKYS,34,1,1,1,24.7,780.2,0,3.5263605246161616,22.947058823529414
176,2656-FMOKZ,15,1,1,2,74.45,1145.7,1,2.70805020110221,76.38000000000001
177,2070-FNEXE,7,1,1,3,76.45,503.6,1,1.9459101490553132,71.94285714285715
178,5947-SGKCL,15,1,1,3,105.35,1559.25,0,2.70805020110221,103.95
179,3712-PKXZA,61,1,2,4,20.55,1252.0,0,4.110873864173311,20.524590163934427
180,6317-YPKDH,1,0,1,3,29.95,29.95,1,0.0,29.95
181,6582-OIVSP,1,1,1,2,45.3,45.3,0,0.0,45.3
182,9367-WXLCH,8,1,1,3,84.5,662.65,1,2.0794415416798357,82.83125
183,5524-KHNJP,33,1,2,4,74.75,2453.3,0,3.4965075614664802,74.34242424242424
184,1918-ZBFQJ,13,1,1,1,79.25,1111.65,1,2.5649493574615367,85.51153846153846
185,1024-GUALD,1,0,1,1,24.8,24.8,1,0.0,24.8
186,4827-USJHP,20,1,1,2,51.8,1023.85,0,2.995732273553991,51.1925
187,8167-GJLRN,3,0,1,1,30.4,82.15,0,1.0986122886681098,27.383333333333336
188,0956-SYCWG,13,1,2,1,19.65,244.8,0,2.5649493574615367,18.83076923076923
189,8017-UVSZU,40,1,1,4,56.6,2379.1,0,3.6888794541139363,59.4775
190,7100-FQPRV,43,1,2,4,71.9,3173.35,0,3.7612001156935624,73.79883720930232
191,2472-OVKUP,6,1,1,1,91.0,531.0,1,1.791759469228055,88.5
192,2984-RGEYA,69,1,3,3,19.75,1375.4,0,4.23410650459726,19.933333333333334
193,9680-NIAUV,72,1,3,4,109.7,8129.3,0,4.276666119016055,112.90694444444445
194,2146-EGVDT,59,1,3,4,19.3,1192.7,0,4.07753744390572,20.215254237288136
195,2604-IJPDU,20,1,1,1,96.55,1901.65,0,2.995732273553991,95.08250000000001
196,9178-JHUVJ,24,1,3,3,24.1,587.4,0,3.1780538303479458,24.474999999999998
197,6168-YBYNP,59,1,1,1,111.35,6519.75,0,4.07753744390572,110.5042372881356
198,7255-SSFBC,72,1,3,3,112.25,8041.65,0,4.276666119016055,111.68958333333333
199,3645-DEYGF,1,1,1,2,20.75,20.75,0,0.0,20.75
200,9323-HGFWY,27,1,2,4,101.9,2681.15,0,3.295836866004329,99.30185185185185
201,8544-GOQSH,14,1,1,4,80.05,1112.3,0,2.6390573296152584,79.45
202,3363-DTIVD,71,1,3,1,105.55,7405.5,0,4.2626798770413155,104.30281690140845
203,7018-WBJNK,13,1,1,4,78.3,1033.95,0,2.5649493574615367,79.53461538461539
204,9142-KZXOP,44,1,1,4,68.85,2958.95,0,3.784189633918261,67.24886363636364
205,7674-YTAFD,33,1,2,3,79.95,2684.85,0,3.4965075614664802,81.35909090909091
206,6348-SNFUS,72,0,3,4,55.45,4179.2,0,4.276666119016055,58.044444444444444
207,1285-OKIPP,1,1,1,1,79.9,79.9,1,0.0,79.9
208,7825-ECJRF,19,1,1,1,106.6,1934.45,1,2.9444389791664403,101.81315789473685
209,1347-KTTTA,64,1,2,4,102.45,6654.1,0,4.1588830833596715,103.9703125
210,7841-TZDMQ,2,1,1,4,46.0,84.5,1,0.6931471805599453,42.25
211,4195-NZGTA,1,0,1,1,25.25,25.25,0,0.0,25.25
212,7157-SMCFK,61,1,3,2,19.75,1124.2,0,4.110873864173311,18.42950819672131
213,4709-LKHYG,29,1,2,1,20.0,540.05,0,3.367295829986474,18.622413793103448
214,2504-DSHIH,23,1,1,1,86.8,1975.85,0,3.1354942159291497,85.90652173913043
215,0699-NDKJM,57,0,1,3,58.75,3437.45,0,4.04305126783455,60.30614035087719
216,9286-BHDQG,72,0,3,4,45.25,3139.8,0,4.276666119016055,43.608333333333334
217,0230-WEQUW,66,0,3,3,56.6,3789.2,0,4.189654742026425,57.41212121212121
218,2040-LDIWQ,65,1,3,3,84.2,5324.5,0,4.174387269895637,81.91538461538461
219,6496-JDSSB,8,1,1,3,80.0,624.6,0,2.0794415416798357,78.075
220,9408-SSNVZ,4,1,1,1,70.15,268.35,1,1.3862943611198906,67.0875
221,4443-EMBNA,71,1,3,3,24.75,1836.9,0,4.2626798770413155,25.871830985915494
222,6469-MRVET,1,1,2,1,20.2,20.2,0,0.0,20.2
223,0742-MOABM,4,1,1,2,50.05,179.35,1,1.3862943611198906,44.8375
224,5961-VUSRV,12,1,2,3,19.35,219.35,0,2.4849066497880004,18.279166666666665
225,6778-JFCMK,24,0,2,2,50.6,1288.75,0,3.1780538303479458,53.697916666666664
226,6341-JVQGF,31,1,2,2,81.15,2545.75,0,3.4339872044851463,82.12096774193549
227,2232-DMLXU,1,1,1,2,55.2,55.2,1,0.0,55.2
228,4811-JBUVU,30,1,1,4,89.9,2723.15,0,3.4011973816621555,90.77166666666668
229,0945-TSONX,47,1,3,4,85.3,4107.25,0,3.8501476017100584,87.38829787234043
230,2651-ZCBXV,54,1,3,4,108.0,5760.65,0,3.9889840465642745,106.6787037037037
231,3316-UWXUY,50,1,1,4,93.5,4747.5,0,3.912023005428146,94.95
232,8937-RDTHP,1,1,1,2,84.6,84.6,1,0.0,84.6
233,7083-MIOPC,72,1,3,4,20.25,1566.9,0,4.276666119016055,21.762500000000003
234,1984-GPTEH,29,1,1,1,25.15,702.0,0,3.367295829986474,24.20689655172414
235,1251-KRREG,2,1,1,2,54.4,114.1,1,0.6931471805599453,57.05
236,0621-JFHOL,10,0,3,2,29.6,299.05,0,2.302585092994046,29.905
237,9903-LYSAB,18,1,1,1,73.15,1305.95,0,2.8903717578961645,72.55277777777778
238,0094-OIFMO,11,1,1,1,95.0,1120.3,1,2.3978952727983707,101.84545454545454
239,9227-UAQFT,16,1,3,2,19.75,284.35,0,2.772588722239781,17.771875
240,7301-ABVAD,72,1,3,3,86.6,6350.5,0,4.276666119016055,88.20138888888889
241,6614-FHDBO,72,1,3,3,109.2,7878.3,0,4.276666119016055,109.42083333333333
242,7576-ASEJU,41,1,2,4,74.7,3187.65,0,3.713572066704308,77.74756097560976
243,9058-HRZSV,65,1,1,1,94.4,6126.15,0,4.174387269895637,94.24846153846153
244,4522-AKYLR,13,1,1,1,54.8,731.3,0,2.5649493574615367,56.25384615384615
245,0221-WMXNQ,4,1,1,1,75.35,273.4,0,1.3862943611198906,68.35
246,0303-UNCIP,41,1,2,2,65.0,2531.8,0,3.713572066704308,61.75121951219513
247,9947-OTFQU,15,1,1,1,74.4,1074.3,1,2.70805020110221,71.61999999999999
248,0322-YINQP,1,1,1,2,48.55,48.55,1,0.0,48.55
249,0959-WHOKV,42,1,2,1,99.0,4298.45,0,3.7376696182833684,102.34404761904761
250,4075-JFPGR,51,1,2,1,93.5,4619.55,0,3.9318256327243257,90.57941176470588
251,4629-NRXKX,2,1,1,1,70.4,147.15,1,0.6931471805599453,73.575
252,9514-JDSKI,1,0,1,1,40.2,40.2,1,0.0,40.2
253,3282-ZISZV,32,1,2,4,83.7,2633.3,0,3.4657359027997265,82.290625
254,3675-YDUPJ,10,1,1,2,19.85,193.05,0,2.302585092994046,19.305
255,4111-BNXIF,67,0,3,1,59.55,4103.9,0,4.204692619390966,61.252238805970144
256,7017-VFHAY,61,1,3,4,115.1,7008.15,0,4.110873864173311,114.88770491803278
257,6655-LHBYW,50,1,2,4,114.35,5791.1,0,3.912023005428146,115.822
258,4959-JOSRX,2,1,1,4,44.6,80.55,1,0.6931471805599453,40.275
259,5046-NUHWD,29,0,1,1,45.0,1228.65,0,3.367295829986474,42.36724137931035
260,7273-TEFQD,3,0,1,1,41.15,132.2,1,1.0986122886681098,44.06666666666666
261,3606-TWKGI,13,1,1,1,106.9,1364.3,1,2.5649493574615367,104.94615384615385
262,7529-ZDFXI,57,1,1,1,89.85,4925.35,0,4.04305126783455,86.40964912280702
263,7605-BDWDC,31,0,3,3,49.85,1520.1,0,3.4339872044851463,49.03548387096774
264,1950-KSVVJ,45,1,2,2,113.3,5032.25,0,3.8066624897703196,111.82777777777778
265,0123-CRBRT,61,1,3,2,88.1,5526.75,0,4.110873864173311,90.60245901639344
266,6292-TOSSS,50,1,3,3,24.9,1195.25,0,3.912023005428146,23.905
267,3197-ARFOY,19,1,1,2,105.0,2007.25,0,2.9444389791664403,105.64473684210526
268,6323-AYBRX,59,1,3,2,19.35,1099.6,1,4.07753744390572,18.63728813559322
269,7014-ZZXAW,71,1,3,4,24.25,1732.95,0,4.2626798770413155,24.40774647887324
270,4385-GZQXV,16,1,1,1,94.45,1511.2,1,2.772588722239781,94.45
271,7633-MVPUY,57,1,3,1,59.75,3450.15,0,4.04305126783455,60.52894736842106
272,6366-ZGQGL,1,0,1,3,24.8,24.8,1,0.0,24.8
273,4716-HHKQH,20,1,1,1,107.05,2172.05,0,2.995732273553991,108.6025
274,5940-AHUHD,1,1,1,2,70.6,70.6,1,0.0,70.6
275,6432-TWQLB,5,1,1,1,85.4,401.1,1,1.6094379124341003,80.22
276,4484-GLZOU,52,1,1,1,105.05,5624.85,1,3.9512437185814275,108.17019230769232
277,3179-GBRWV,21,1,1,3,64.95,1339.8,0,3.044522437723423,63.8
278,8645-KWHJO,14,0,1,1,55.0,771.95,0,2.6390573296152584,55.13928571428572
279,4130-MZLCC,5,1,1,3,50.55,244.75,0,1.6094379124341003,48.95
280,0314-TKOSI,6,1,1,2,55.15,322.9,0,1.791759469228055,53.81666666666666
281,8229-MYEJZ,10,1,1,1,51.2,498.25,0,2.302585092994046,49.825
282,2080-SRCDE,1,1,1,2,25.4,25.4,0,0.0,25.4
283,9577-WJVCQ,68,1,1,2,54.45,3687.75,0,4.219507705176107,54.231617647058826
284,9512-UIBFX,18,1,1,2,95.15,1779.95,1,2.8903717578961645,98.88611111111112
285,6202-DYYFX,22,1,2,4,76.0,1783.6,0,3.091042453358316,81.07272727272726
286,3808-HFKDE,20,1,1,1,44.35,927.15,0,2.995732273553991,46.3575
287,5583-SXDAG,1,1,1,1,70.0,70.0,1,0.0,70.0
288,3488-PGMQJ,8,1,1,1,74.5,606.55,1,2.0794415416798357,75.81875
289,3580-REOAC,10,1,1,4,44.85,435.4,1,2.302585092994046,43.54
290,7534-BFESC,24,1,1,1,76.1,1712.7,1,3.1780538303479458,71.3625
291,3727-OWVYD,35,1,2,2,61.2,2021.2,0,3.5553480614894135,57.74857142857143
292,2294-SALNE,23,1,2,2,86.8,1940.8,0,3.1354942159291497,84.38260869565217
293,4847-TAJYI,6,1,1,1,89.35,567.8,0,1.791759469228055,94.63333333333333
294,1563-IWQEX,12,1,1,2,19.7,220.35,0,2.4849066497880004,18.3625
295,8203-XJZRC,1,1,1,2,20.25,20.25,0,0.0,20.25
296,6556-DBKZF,71,1,3,1,76.05,5436.45,0,4.2626798770413155,76.56971830985916
297,6851-WEFYX,35,1,1,1,100.8,3437.5,0,3.5553480614894135,98.21428571428571
298,2985-JUUBZ,40,1,1,1,74.55,3015.75,0,3.6888794541139363,75.39375
299,6390-DSAZX,1,1,1,2,73.6,73.6,1,0.0,73.6
300,0895-LMRSF,23,1,2,3,64.9,1509.8,0,3.1354942159291497,65.64347826086956
301,8098-LLAZX,4,1,1,1,95.45,396.1,1,1.3862943611198906,99.025
302,8266-VBFQL,4,1,1,1,90.4,356.65,0,1.3862943611198906,89.1625
303,8181-YHCMF,68,0,3,4,60.3,4109.0,0,4.219507705176107,60.4264705882353
304,2240-HSJQD,38,1,1,2,81.85,3141.7,0,3.6375861597263857,82.67631578947368
305,1248-DYXUB,52,1,3,2,24.8,1229.1,0,3.9512437185814275,23.63653846153846
306,0265-EDXBD,32,1,1,1,74.9,2303.35,1,3.4657359027997265,71.9796875
307,4115-BNPJY,29,1,3,2,75.55,2054.4,0,3.367295829986474,70.84137931034483
308,3167-SNQPL,38,1,1,1,101.15,3741.85,0,3.6375861597263857,98.46973684210526
309,4091-TVOCN,48,1,2,4,78.75,3682.45,0,3.871201010907891,76.71770833333333
310,1098-TDVUQ,1,1,1,3,19.25,19.25,0,0.0,19.25
311,7277-OZCGZ,22,1,1,1,89.05,1886.25,0,3.091042453358316,85.73863636363636
